case,rho,design,parent_n,replicate,observed_n,A,B,C,D,train_n,validation_n,true_membership,logE_true,distance_to_threshold,prediction,arithmetic,method,resolved_bin_L1_Q,bright_probability_RMSE_Q,bright_probability_RMSE_P_reference,record_law_TV,invisible_mass,true_invisible_mass,Q_mass_resolved,seconds,iterations,score,status,tail_feasible,min_mean_loglik_gain,invisible_drift
rho0.90_N1000_r016,0.9,deep,1000,16,780,520,123,137,220,398,382,True,-389.23941846109994,392.2351507346539,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.29321501512088255,0.004553908260804147,0.004253284957851171,0.12070067882746739,0.033279071736023486,0.04394840071310855,0.9454828804602008,0.007017574999963472,45,8.657789206923692e-08,score_tolerance_reached_not_global_certificate,True,1.2893339729203035e-09,0.0
rho0.90_N1000_r016,0.9,deep,1000,16,780,520,123,137,220,398,382,True,-389.23941846109994,392.2351507346539,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.4276822712779687,0.0400402384768848,0.048078634209786565,0.1490783523427289,0.0,0.04394840071310855,0.9757729933927386,0.006620189999921422,35,7.042253291622558e-08,score_tolerance_reached_not_global_certificate,,5.0182080713057076e-14,0.033279071736023486
rho0.90_N1000_r016,0.9,deep,1000,16,780,520,123,137,220,398,382,True,-389.23941846109994,392.2351507346539,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5202514085735632,0.10328393771739522,0.11083189284398383,0.26110693422470904,0.0,0.04394840071310855,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r017,0.9,shallow,1000,17,699,416,138,145,301,334,365,True,-379.97342387307856,382.96915614663254,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.26458484491498657,0.0069958720671426155,0.02684378382481593,0.12986112468160624,0.14253695659655094,0.24532588993020876,0.8433685034802645,0.007353227999942646,50,8.837660172141376e-08,score_tolerance_reached_not_global_certificate,True,4.09387190813959e-10,2.7755575615628914e-17
rho0.90_N1000_r017,0.9,shallow,1000,17,699,416,138,145,301,334,365,True,-379.97342387307856,382.96915614663254,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.294640694598945,0.01764828176157709,0.07383591538576098,0.1441121011944148,0.0,0.24532588993020876,0.9121859888782577,0.005517067000027964,51,8.228645431707093e-08,score_tolerance_reached_not_global_certificate,,6.790124018607457e-13,0.1425369565965509
rho0.90_N1000_r017,0.9,shallow,1000,17,699,416,138,145,301,334,365,True,-379.97342387307856,382.96915614663254,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5266296084418693,0.13008482251198863,0.18439842187995106,0.32146124583467667,0.0,0.24532588993020876,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r017,0.9,deep,1000,17,759,499,131,129,241,364,395,True,-416.4052785459239,419.4010108194779,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.342106751992681,0.008850848425236792,0.010206004812948767,0.144510641013954,0.033279071736023486,0.04394840071310855,0.9492036608020648,0.00809103399990363,50,8.902694846234485e-08,score_tolerance_reached_not_global_certificate,True,6.252776074688882e-10,0.0
rho0.90_N1000_r017,0.9,deep,1000,17,759,499,131,129,241,364,395,True,-416.4052785459239,419.4010108194779,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.4868485136985771,0.04610985632344834,0.05414458463795718,0.17483429610637363,0.0,0.04394840071310855,0.9785335017153778,0.005794605000005504,51,8.228645431707093e-08,score_tolerance_reached_not_global_certificate,,6.252776074688882e-13,0.033279071736023486
rho0.90_N1000_r017,0.9,deep,1000,17,759,499,131,129,241,364,395,True,-416.4052785459239,419.4010108194779,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5949157599396532,0.11808960227149955,0.12571824872731058,0.29699476504561045,0.0,0.04394840071310855,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r018,0.9,shallow,1000,18,705,412,138,155,295,348,357,True,-335.7564645695095,338.7521968430635,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.31633504989577954,0.008362959830150255,0.025370782086314377,0.13293966205987,0.14253695659655094,0.24532588993020876,0.8559214868331328,0.007353187999910915,50,7.658912839728378e-08,score_tolerance_reached_not_global_certificate,True,2.9039881610515295e-11,2.7755575615628914e-17
rho0.90_N1000_r018,0.9,shallow,1000,18,705,412,138,155,295,348,357,True,-335.7564645695095,338.7521968430635,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.35902765130988185,0.016936593164862852,0.07156545609922899,0.15313044442590196,0.0,0.24532588993020876,0.9226075877907771,0.005087133999950311,47,8.709272925067069e-08,score_tolerance_reached_not_global_certificate,,4.0595882211391654e-10,0.1425369565965509
rho0.90_N1000_r018,0.9,shallow,1000,18,705,412,138,155,295,348,357,True,-335.7564645695095,338.7521968430635,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5254302287092176,0.11934257727409045,0.17433945618305757,0.3101153887423176,0.0,0.24532588993020876,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r018,0.9,deep,1000,18,775,503,124,148,225,382,393,True,-397.6617595358586,400.6574918094126,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.36627161693678706,0.007039375553934971,0.006306439648958384,0.14416077573859315,0.033279071736023486,0.04394840071310855,0.9552715616465436,0.006942514999991545,50,7.946842522928379e-08,score_tolerance_reached_not_global_certificate,True,6.626832416145589e-10,0.0
rho0.90_N1000_r018,0.9,deep,1000,18,775,503,124,148,225,382,393,True,-397.6617595358586,400.6574918094126,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.5234073611457307,0.041464491041265546,0.049395403352341306,0.17983758738678474,0.0,0.04394840071310855,0.9819354838709666,0.005001547999995637,47,8.709272925067069e-08,score_tolerance_reached_not_global_certificate,,3.692925965026461e-10,0.033279071736023486
rho0.90_N1000_r018,0.9,deep,1000,18,775,503,124,148,225,382,393,True,-397.6617595358586,400.6574918094126,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5741422091800579,0.10430985565714863,0.1120232949777212,0.2832940919697307,0.0,0.04394840071310855,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r019,0.9,shallow,1000,19,732,428,157,147,268,356,376,True,-339.15442147708643,342.1501537506404,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.32581488079512766,0.008899701809050014,0.028703972069976033,0.15792746689297132,0.1425369565965509,0.24532588993020876,0.8401687159977966,0.009140769000055116,46,8.274608003524858e-08,score_tolerance_reached_not_global_certificate,True,1.3317835723114513e-10,2.7755575615628914e-17
rho0.90_N1000_r019,0.9,shallow,1000,19,732,428,157,147,268,356,376,True,-339.15442147708643,342.1501537506404,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.34990773140230597,0.02134976709587818,0.07753806927961582,0.1673721967395638,0.0,0.24532588993020876,0.9131424048885702,0.006184879999977966,48,7.993159334418465e-08,score_tolerance_reached_not_global_certificate,,2.1795898419441073e-12,0.1425369565965509
rho0.90_N1000_r019,0.9,shallow,1000,19,732,428,157,147,268,356,376,True,-339.15442147708643,342.1501537506404,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.6054025291656171,0.136172240035849,0.1899904378780428,0.3552805008508271,0.0,0.24532588993020876,1.0000000000000002,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r019,0.9,deep,1000,19,794,519,145,130,206,383,411,True,-381.95218055845226,384.94791283200624,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.4058890320869354,0.010963395403927791,0.012272629569729453,0.1690599593343462,0.033279071736023486,0.04394840071310855,0.9636363556682197,0.008108528999969167,46,8.319360806186061e-08,score_tolerance_reached_not_global_certificate,True,1.8555033065581483e-09,0.0
rho0.90_N1000_r019,0.9,deep,1000,19,794,519,145,130,206,383,411,True,-381.95218055845226,384.94791283200624,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.5160406513566688,0.04978172070302407,0.057809045717135805,0.19526928338103822,0.0,0.04394840071310855,0.984886649870148,0.006092594999927314,48,7.993159267805083e-08,score_tolerance_reached_not_global_certificate,,2.0090595853616833e-12,0.033279071736023486
rho0.90_N1000_r019,0.9,deep,1000,19,794,519,145,130,206,383,411,True,-381.95218055845226,384.94791283200624,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.636032653765904,0.1198818143639123,0.12741687391818352,0.3214873558856384,0.0,0.04394840071310855,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N4000_r000,0.9,shallow,4000,0,2846,1639,593,614,1154,1443,1403,True,-580.8695948741157,583.8653271476697,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.17754558219247285,0.004413742409225787,0.024469708506743446,0.07182177581989226,0.14253695659655094,0.24532588993020876,0.8390679140470039,0.006900752999968063,42,9.386452405028915e-08,score_tolerance_reached_not_global_certificate,True,7.993605777301127e-15,2.7755575615628914e-17
rho0.90_N4000_r000,0.9,shallow,4000,0,2846,1639,593,614,1154,1443,1403,True,-580.8695948741157,583.8653271476697,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.1972625072562819,0.015926169378141997,0.07234892514711476,0.08884265580087126,0.0,0.24532588993020876,0.9110438135285236,0.007864121000011437,40,7.381646449644563e-08,score_tolerance_reached_not_global_certificate,,2.6645352591003757e-15,0.1425369565965509
rho0.90_N4000_r000,0.9,shallow,4000,0,2846,1639,593,614,1154,1443,1403,True,-580.8695948741157,583.8653271476697,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.4543336009499606,0.1259194166738395,0.18043989955848322,0.2819153488814394,0.0,0.24532588993020876,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N4000_r000,0.9,deep,4000,0,3127,2017,533,577,873,1591,1536,True,-667.8831313277665,670.8788636013205,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.20995829322274318,0.004125892183725028,0.0033290676607252785,0.07894670875835386,0.033279071736023486,0.04394840071310855,0.9490087138329697,0.006032545000039136,42,9.438073104758233e-08,score_tolerance_reached_not_global_certificate,True,2.7648443534644684e-09,0.0
rho0.90_N4000_r000,0.9,deep,4000,0,3127,2017,533,577,873,1591,1536,True,-667.8831313277665,670.8788636013205,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.37295879648530356,0.04202957236769637,0.05007708040340807,0.11846099573069396,0.0,0.04394840071310855,0.9785312579502028,0.004596913000000313,40,7.381646449644563e-08,score_tolerance_reached_not_global_certificate,,2.220446049250313e-15,0.033279071736023486
rho0.90_N4000_r000,0.9,deep,4000,0,3127,2017,533,577,873,1591,1536,True,-667.8831313277665,670.8788636013205,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.4861981461370489,0.10738511472251241,0.11500954323858499,0.24745564632799744,0.0,0.04394840071310855,1.0000000000000002,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N4000_r001,0.9,shallow,4000,1,2876,1673,569,634,1124,1409,1467,True,-607.065876600715,610.061608874269,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.166977654288099,0.0047010388715033255,0.025919064309871315,0.07542945039924606,0.14253695659655094,0.24532588993020876,0.8366064733843188,0.007351186000050802,43,7.883368995150675e-08,score_tolerance_reached_not_global_certificate,True,0.0,2.7755575615628914e-17
rho0.90_N4000_r001,0.9,shallow,4000,1,2876,1673,569,634,1124,1409,1467,True,-607.065876600715,610.061608874269,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.18196222001694898,0.01746806804625311,0.07409891618390398,0.09130276030067365,0.0,0.24532588993020876,0.9093334643099434,0.0073337599999376835,45,7.659453316044562e-08,score_tolerance_reached_not_global_certificate,,0.0,0.1425369565965509
rho0.90_N4000_r001,0.9,shallow,4000,1,2876,1673,569,634,1124,1409,1467,True,-607.065876600715,610.061608874269,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.4617208490852589,0.1273528614771417,0.18199207308427728,0.2848789830640479,0.0,0.24532588993020876,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N4000_r001,0.9,deep,4000,1,3125,2025,537,563,875,1527,1598,True,-712.8673703098553,715.8631025834094,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.20704587464008614,0.006245177626791806,0.00775301591661483,0.08066548373434185,0.033279071736023486,0.04394840071310855,0.9517667345903514,0.007161837000012383,43,7.911328662885353e-08,score_tolerance_reached_not_global_certificate,True,9.820992907805248e-10,0.0
rho0.90_N4000_r001,0.9,deep,4000,1,3125,2025,537,563,875,1527,1598,True,-712.8673703098553,715.8631025834094,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.37919048695472557,0.046136886606336754,0.054198454624457916,0.12460341348087683,0.0,0.04394840071310855,0.9796423507375369,0.005609273000004578,45,7.659453293840102e-08,score_tolerance_reached_not_global_certificate,,0.0,0.033279071736023486
rho0.90_N4000_r001,0.9,deep,4000,1,3125,2025,537,563,875,1527,1598,True,-712.8673703098553,715.8631025834094,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5109088961021344,0.11328024108026215,0.12094839917024962,0.25215269290600295,0.0,0.04394840071310855,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N4000_r002,0.9,shallow,4000,2,2854,1660,587,607,1146,1381,1473,True,-631.9771023546301,634.9728346281842,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.1272345067560858,0.003858312050288688,0.022065770111641552,0.0603775001993523,0.14253695659655094,0.24532588993020876,0.8350167768519288,0.0062362849999999526,42,8.56798443315888e-08,score_tolerance_reached_not_global_certificate,True,2.1316282072803006e-14,2.7755575615628914e-17
rho0.90_N4000_r002,0.9,shallow,4000,2,2854,1660,587,607,1146,1381,1473,True,-631.9771023546301,634.9728346281842,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.16026362771833433,0.012996052021550563,0.06964966315346043,0.07698745048222838,0.0,0.24532588993020876,0.9087458380690082,0.004575432000024193,42,7.33225804516735e-08,score_tolerance_reached_not_global_certificate,,1.865174681370263e-14,0.1425369565965509
rho0.90_N4000_r002,0.9,shallow,4000,2,2854,1660,587,607,1146,1381,1473,True,-631.9771023546301,634.9728346281842,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.48170761136058315,0.12672604122279826,0.18115310330924933,0.2960666633962309,0.0,0.24532588993020876,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N4000_r002,0.9,deep,4000,2,3129,2044,541,544,871,1515,1614,True,-737.0656977660879,740.0614300396419,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.16366562569796061,0.002968209570999891,0.0022957824758634915,0.06841519385572647,0.033279071736023486,0.04394840071310855,0.9571424648948517,0.006156026999974529,42,8.661121867244807e-08,score_tolerance_reached_not_global_certificate,True,2.6891462390210563e-09,0.0
rho0.90_N4000_r002,0.9,deep,4000,2,3129,2044,541,544,871,1515,1614,True,-737.0656977660879,740.0614300396419,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.35416032646766127,0.04001248251697663,0.048079821865991995,0.11136373241222827,0.0,0.04394840071310855,0.9820092450433847,0.006598108000048342,42,7.332258067371811e-08,score_tolerance_reached_not_global_certificate,,7.02016222930979e-12,0.033279071736023486
rho0.90_N4000_r002,0.9,deep,4000,2,3129,2044,541,544,871,1515,1614,True,-737.0656977660879,740.0614300396419,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5061613147203814,0.1078704576391174,0.11547842928706332,0.2572237021634467,0.0,0.04394840071310855,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
