case,rho,design,parent_n,replicate,observed_n,A,B,C,D,train_n,validation_n,true_membership,logE_true,distance_to_threshold,prediction,arithmetic,method,resolved_bin_L1_Q,bright_probability_RMSE_Q,bright_probability_RMSE_P_reference,record_law_TV,invisible_mass,true_invisible_mass,Q_mass_resolved,seconds,iterations,score,status,tail_feasible,min_mean_loglik_gain,invisible_drift
rho0.90_N1000_r005,0.9,shallow,1000,5,714,401,138,175,286,358,356,True,-344.2217435109342,347.21747578448816,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.29468314692864783,0.009969802553246688,0.019752829872891432,0.13732672983584063,0.14253695659655094,0.24532588993020876,0.8361759391892071,0.007251843000062763,51,7.540728861500657e-08,score_tolerance_reached_not_global_certificate,True,6.1026739217595605e-12,2.7755575615628914e-17
rho0.90_N1000_r005,0.9,shallow,1000,5,714,401,138,175,286,358,356,True,-344.2217435109342,347.21747578448816,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.32341881732058164,0.012730730654367268,0.06665253688312339,0.14597867714287482,0.0,0.24532588993020876,0.9107278684607417,0.005154806999939865,46,8.095333803304072e-08,score_tolerance_reached_not_global_certificate,,1.7763568394002505e-15,0.1425369565965509
rho0.90_N1000_r005,0.9,shallow,1000,5,714,401,138,175,286,358,356,True,-344.2217435109342,347.21747578448816,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5581152064518924,0.12888843814539466,0.18284034430480745,0.33162420491685957,0.0,0.24532588993020876,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r005,0.9,deep,1000,5,775,487,133,155,225,383,392,True,-389.68246461483284,392.6781968883868,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.39960830328373015,0.00686174560429096,0.006036959856833288,0.15243714264875247,0.033279071736023486,0.04394840071310855,0.9520921628692642,0.007721924999941621,51,7.708311415861375e-08,score_tolerance_reached_not_global_certificate,True,1.3729133385709247e-09,0.0
rho0.90_N1000_r005,0.9,deep,1000,5,775,487,133,155,225,383,392,True,-389.68246461483284,392.6781968883868,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.5010746212061323,0.039764147494953994,0.04770822551527335,0.1732764848529944,0.0,0.04394840071310855,0.9800446955025223,0.005755452000016703,46,8.095333803304072e-08,score_tolerance_reached_not_global_certificate,,1.3322676295501878e-15,0.033279071736023486
rho0.90_N1000_r005,0.9,deep,1000,5,775,487,133,155,225,383,392,True,-389.68246461483284,392.6781968883868,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.6178559971596754,0.11345901689426253,0.12101026952919633,0.3018783547534074,0.0,0.04394840071310855,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r006,0.9,shallow,1000,6,727,425,151,151,273,386,341,True,-317.994510600251,320.99024287380496,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.29991150475543693,0.011222189338080576,0.02379673531755532,0.12352382795024174,0.1425369565965509,0.24532588993020876,0.8631135680227044,0.00647071399998822,48,9.489805424803957e-08,score_tolerance_reached_not_global_certificate,True,1.0672787098542358e-09,0.0
rho0.90_N1000_r006,0.9,shallow,1000,6,727,425,151,151,273,386,341,True,-317.994510600251,320.99024287380496,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.32701011398615354,0.015928443672384242,0.0683241910389182,0.1367128187452608,0.0,0.24532588993020876,0.9265997819211692,0.005108508999910555,45,8.189775013711653e-08,score_tolerance_reached_not_global_certificate,,5.773159728050814e-15,0.1425369565965509
rho0.90_N1000_r006,0.9,shallow,1000,6,727,425,151,151,273,386,341,True,-317.994510600251,320.99024287380496,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5538945667209638,0.11465464432049893,0.16962495196662955,0.3267501032775667,0.0,0.24532588993020876,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r006,0.9,deep,1000,6,795,508,143,144,205,424,371,True,-362.3455353246791,365.34126759823306,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.3882069801699098,0.009305902956893135,0.00841980828428093,0.14196989688239733,0.033279071736023486,0.04394840071310855,0.9384650415681297,0.012935688999959893,48,9.794102007509084e-08,score_tolerance_reached_not_global_certificate,True,2.3563981876861817e-09,0.0
rho0.90_N1000_r006,0.9,deep,1000,6,795,508,143,144,205,424,371,True,-362.3455353246791,365.34126759823306,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.5175997213186608,0.03991930332035828,0.04773860154073659,0.16634411597802898,0.0,0.04394840071310855,0.9753191825180556,0.005760347999967053,45,8.189775013711653e-08,score_tolerance_reached_not_global_certificate,,5.773159728050814e-15,0.033279071736023486
rho0.90_N1000_r006,0.9,deep,1000,6,795,508,143,144,205,424,371,True,-362.3455353246791,365.34126759823306,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.6227340096507481,0.10635669956807824,0.11409024361293923,0.3024355786633157,0.0,0.04394840071310855,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r007,0.9,shallow,1000,7,708,396,130,182,292,351,357,True,-362.68323579178366,365.67896806533764,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.26612892055535503,0.0167831032760579,0.017151395860138627,0.13320514638057265,0.14253695659655094,0.24532588993020876,0.8274195761489664,0.007784717999925306,45,7.763051359308447e-08,score_tolerance_reached_not_global_certificate,True,9.017764313057341e-11,2.7755575615628914e-17
rho0.90_N1000_r007,0.9,shallow,1000,7,708,396,130,182,292,351,357,True,-362.68323579178366,365.67896806533764,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.30072186456172395,0.014310158348599712,0.06181973449962411,0.14206863725814967,0.0,0.24532588993020876,0.902682708283937,0.004482207000023664,44,9.002541956348864e-08,score_tolerance_reached_not_global_certificate,,6.217248937900877e-15,0.1425369565965509
rho0.90_N1000_r007,0.9,shallow,1000,7,708,396,130,182,292,351,357,True,-362.68323579178366,365.67896806533764,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5084218304936156,0.11393668836199702,0.16891226969083345,0.3101442612202685,0.0,0.24532588993020876,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r007,0.9,deep,1000,7,775,492,126,157,225,381,394,True,-416.05356241814735,419.04929469170133,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.3436308510965785,0.013062515663390176,0.01134549137076507,0.14226078365630157,0.033279071736023486,0.04394840071310855,0.9531249930878639,0.0066524520000257326,46,7.403794165105454e-08,score_tolerance_reached_not_global_certificate,True,1.4055965280590499e-09,0.0
rho0.90_N1000_r007,0.9,deep,1000,7,775,492,126,157,225,381,394,True,-416.05356241814735,419.04929469170133,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.4830312737093708,0.034155447998145815,0.04177757761528224,0.17286359186776035,0.0,0.04394840071310855,0.9806451612903218,0.004527332999941791,44,9.002541956348864e-08,score_tolerance_reached_not_global_certificate,,4.440892098500626e-15,0.033279071736023486
rho0.90_N1000_r007,0.9,deep,1000,7,775,492,126,157,225,381,394,True,-416.05356241814735,419.04929469170133,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.550295437935018,0.0951172262525404,0.10280001280833732,0.27554488410020095,0.0,0.04394840071310855,1.0000000000000002,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r008,0.9,shallow,1000,8,698,411,149,138,302,347,351,True,-338.65089785890643,341.6466301324604,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.33009911499109984,0.011089066313792988,0.031434463975970245,0.15328727044254448,0.1425369565965509,0.24532588993020876,0.855237092114356,0.010754263000080755,52,7.990784975574576e-08,score_tolerance_reached_not_global_certificate,True,3.609157417372444e-11,2.7755575615628914e-17
rho0.90_N1000_r008,0.9,shallow,1000,8,698,411,149,138,302,347,351,True,-338.65089785890643,341.6466301324604,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.3689191080757517,0.02257391704074185,0.07875264268641004,0.16714683495140548,0.0,0.24532588993020876,0.9193741968399206,0.005495759000041289,48,9.821169677515229e-08,score_tolerance_reached_not_global_certificate,,1.3322676295501878e-15,0.1425369565965509
rho0.90_N1000_r008,0.9,shallow,1000,8,698,411,149,138,302,347,351,True,-338.65089785890643,341.6466301324604,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5671938383464388,0.13307438046515707,0.1871103244871823,0.33564917073605216,0.0,0.24532588993020876,1.0000000000000002,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r008,0.9,deep,1000,8,763,500,140,123,237,377,386,True,-379.9353404376433,382.93107271119726,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.4056579076627014,0.009043717482735676,0.010258655921619965,0.16381469174844282,0.033279071736023486,0.04394840071310855,0.9578829503445321,0.008620792999977311,52,8.194156525931828e-08,score_tolerance_reached_not_global_certificate,True,6.017946141412267e-10,0.0
rho0.90_N1000_r008,0.9,deep,1000,8,763,500,140,123,237,377,386,True,-379.9353404376433,382.93107271119726,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.537206220056617,0.049111929602309215,0.05713211585123836,0.1941405746560738,0.0,0.04394840071310855,0.9825778870286906,0.006924773000037021,48,9.82116969971969e-08,score_tolerance_reached_not_global_certificate,,8.881784197001252e-16,0.033279071736023486
rho0.90_N1000_r008,0.9,deep,1000,8,763,500,140,123,237,377,386,True,-379.9353404376433,382.93107271119726,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.6164015230431016,0.11643258740295505,0.12399683250219697,0.30629360596702515,0.0,0.04394840071310855,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r009,0.9,shallow,1000,9,714,388,153,173,286,358,356,True,-343.2635033951006,346.2592356686546,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.26885753652047006,0.009112952710261121,0.019479214417224458,0.12526417674035106,0.1425369565965509,0.24532588993020876,0.8130296049698876,0.011303314999963732,73,8.473535192651139e-08,score_tolerance_reached_not_global_certificate,True,8.881784197001252e-16,2.7755575615628914e-17
rho0.90_N1000_r009,0.9,shallow,1000,9,714,388,153,173,286,358,356,True,-343.2635033951006,346.2592356686546,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.3005212896163316,0.014315535874005952,0.06980015431238916,0.13556987682444452,0.0,0.24532588993020876,0.906725074891772,0.007978192999985367,64,9.814105683680907e-08,score_tolerance_reached_not_global_certificate,,4.440892098500626e-16,0.1425369565965509
rho0.90_N1000_r009,0.9,shallow,1000,9,714,388,153,173,286,358,356,True,-343.2635033951006,346.2592356686546,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5912102810212311,0.14131333804955581,0.1951180999119407,0.3501814582531096,0.0,0.24532588993020876,1.0000000000000002,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r009,0.9,deep,1000,9,780,480,142,158,220,394,386,True,-382.73415109845735,385.72988337201133,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.36688831762828894,0.01063857454512336,0.008609703009327592,0.13906205207358083,0.033279071736023486,0.04394840071310855,0.9505190979090877,0.010709725999959119,74,9.800406873275791e-08,score_tolerance_reached_not_global_certificate,True,7.137566093717851e-10,0.0
rho0.90_N1000_r009,0.9,deep,1000,9,780,480,142,158,220,394,386,True,-382.73415109845735,385.72988337201133,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.4864392757072863,0.041096276945688216,0.04909843813709733,0.16445839871399504,0.0,0.04394840071310855,0.9811607796153716,0.006946179999999913,64,9.814105683680907e-08,score_tolerance_reached_not_global_certificate,,0.0,0.033279071736023486
rho0.90_N1000_r009,0.9,deep,1000,9,780,480,142,158,220,394,386,True,-382.73415109845735,385.72988337201133,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.6222729461447472,0.11829571975874957,0.12579821847653955,0.31564155823438,0.0,0.04394840071310855,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r010,0.9,shallow,1000,10,721,426,151,144,279,369,352,True,-340.06685977057646,343.06259204413044,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.2872986559727465,0.013072054263730447,0.033827949645459696,0.12700515281439034,0.1425369565965509,0.24532588993020876,0.8840036181653388,0.009626272000105018,67,8.248456047699563e-08,score_tolerance_reached_not_global_certificate,True,1.62791113922367e-10,2.7755575615628914e-17
rho0.90_N1000_r010,0.9,shallow,1000,10,721,426,151,144,279,369,352,True,-340.06685977057646,343.06259204413044,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.3156487213156619,0.022937538086611257,0.07915749273088825,0.14255849089862355,0.0,0.24532588993020876,0.9376153052550544,0.006453804999978274,62,9.587854332693269e-08,score_tolerance_reached_not_global_certificate,,0.0,0.1425369565965509
rho0.90_N1000_r010,0.9,shallow,1000,10,721,426,151,144,279,369,352,True,-340.06685977057646,343.06259204413044,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.534422301028043,0.1321702496915136,0.18622939784712156,0.3202486187898261,0.0,0.24532588993020876,1.0000000000000002,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r010,0.9,deep,1000,10,789,510,149,130,211,400,389,True,-390.9088517105215,393.9045839840755,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.35193716840241784,0.01060813915346,0.011941519653383964,0.13926509379364813,0.033279071736023486,0.04394840071310855,0.9591801694082942,0.010954386999969756,67,8.454643295560619e-08,score_tolerance_reached_not_global_certificate,True,1.4969048223179016e-10,0.0
rho0.90_N1000_r010,0.9,deep,1000,10,789,510,149,130,211,400,389,True,-390.9088517105215,393.9045839840755,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.49350689004017007,0.04922518332272403,0.05724712971026681,0.17019407589110475,0.0,0.04394840071310855,0.9821980722318466,0.006782179000083488,62,9.587854310488808e-08,score_tolerance_reached_not_global_certificate,,8.881784197001252e-16,0.033279071736023486
rho0.90_N1000_r010,0.9,deep,1000,10,789,510,149,130,211,400,389,True,-390.9088517105215,393.9045839840755,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5927884151276415,0.12034022416010548,0.12793193388286273,0.29630319781730885,0.0,0.04394840071310855,0.9999999999999999,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r011,0.9,shallow,1000,11,713,408,149,156,287,357,356,True,-351.6892377571244,354.68497003067836,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.24752483011874254,0.008254618798370736,0.019934714990683628,0.1279680393278374,0.1425369565965509,0.24532588993020876,0.8104368155683948,0.008203148000006877,58,9.42651270278198e-08,score_tolerance_reached_not_global_certificate,True,-4.440892098500626e-16,2.7755575615628914e-17
rho0.90_N1000_r011,0.9,shallow,1000,11,713,408,149,156,287,357,356,True,-351.6892377571244,354.68497003067836,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.2687342806933816,0.01404824469920344,0.06982533998465436,0.1380853019204544,0.0,0.24532588993020876,0.8950416454409227,0.007308902999966449,48,9.785107746296262e-08,score_tolerance_reached_not_global_certificate,,2.220446049250313e-15,0.1425369565965509
rho0.90_N1000_r011,0.9,shallow,1000,11,713,408,149,156,287,357,356,True,-351.6892377571244,354.68497003067836,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.597592886897429,0.13226290842437272,0.18637205157676082,0.3540578669353952,0.0,0.24532588993020876,1.0000000000000002,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r011,0.9,deep,1000,11,772,506,131,135,228,388,384,True,-401.9178881029483,404.9136203765023,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.30808479336752514,0.004956716020375415,0.005317298967472465,0.13894303904154098,0.033279071736023486,0.04394840071310855,0.9730272731725951,0.007227923999948871,58,9.529813603763293e-08,score_tolerance_reached_not_global_certificate,True,2.0789192589631966e-10,0.0
rho0.90_N1000_r011,0.9,deep,1000,11,772,506,131,135,228,388,384,True,-401.9178881029483,404.9136203765023,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.43366677532516434,0.04308014763448804,0.051104799143651534,0.16688853401985773,0.0,0.04394840071310855,0.9881187969061707,0.005515583999908813,48,9.785107746296262e-08,score_tolerance_reached_not_global_certificate,,1.7763568394002505e-15,0.033279071736023486
rho0.90_N1000_r011,0.9,deep,1000,11,772,506,131,135,228,388,384,True,-401.9178881029483,404.9136203765023,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5911985422490433,0.11030523269667862,0.11785000463052538,0.30691785960013085,0.0,0.04394840071310855,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r012,0.9,shallow,1000,12,708,402,155,151,292,338,370,True,-363.9197126382537,366.9154449118077,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.28791873902756376,0.009568323803309397,0.02019344376905061,0.13634693862213693,0.14253695659655094,0.24532588993020876,0.8256719765128444,0.008464924000008978,59,9.889741463178576e-08,score_tolerance_reached_not_global_certificate,True,5.423044235897123e-10,2.7755575615628914e-17
rho0.90_N1000_r012,0.9,shallow,1000,12,708,402,155,151,292,338,370,True,-363.9197126382537,366.9154449118077,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.31410157766175745,0.012608170852010095,0.06693869374157314,0.14704904020744852,0.0,0.24532588993020876,0.8985866009666501,0.00868688100001691,58,9.234053077733506e-08,score_tolerance_reached_not_global_certificate,,9.394702793485976e-10,0.1425369565965509
rho0.90_N1000_r012,0.9,shallow,1000,12,708,402,155,151,292,338,370,True,-363.9197126382537,366.9154449118077,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5316320112635394,0.12469705955592866,0.17857690263091047,0.316338957869432,0.0,0.24532588993020876,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r012,0.9,deep,1000,12,770,495,132,143,230,369,401,True,-403.12459626690037,406.12032854045435,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.3681591460527218,0.006439447635113483,0.005932663253952774,0.15152952912578202,0.033279071736023486,0.04394840071310855,0.9476150407437366,0.008424695000030624,60,7.78375769564795e-08,score_tolerance_reached_not_global_certificate,True,3.8074743358151864e-10,0.0
rho0.90_N1000_r012,0.9,deep,1000,12,770,495,132,143,230,369,401,True,-403.12459626690037,406.12032854045435,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.476597306030499,0.03955468463673355,0.04751558110851332,0.17445705359375166,0.0,0.04394840071310855,0.9780789394917829,0.0070029639999802384,58,9.234053055529046e-08,score_tolerance_reached_not_global_certificate,,8.638245674319478e-10,0.033279071736023486
rho0.90_N1000_r012,0.9,deep,1000,12,770,495,132,143,230,369,401,True,-403.12459626690037,406.12032854045435,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5696050860344728,0.1061476173370907,0.11366018562677718,0.28028367833987017,0.0,0.04394840071310855,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r013,0.9,shallow,1000,13,696,405,153,138,304,320,376,True,-393.72775058600223,396.7234828595562,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.2620984107510143,0.011087901699814528,0.03228899905324246,0.12965192528856184,0.1425369565965509,0.24532588993020876,0.844392429370343,0.007201765999980125,55,8.226322668780012e-08,score_tolerance_reached_not_global_certificate,True,4.716227408607665e-13,2.7755575615628914e-17
rho0.90_N1000_r013,0.9,shallow,1000,13,696,405,153,138,304,320,376,True,-393.72775058600223,396.7234828595562,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.2924169330677979,0.024480363288492204,0.08114789190771876,0.14611570385807027,0.0,0.24532588993020876,0.9120702134379158,0.005555522999998175,50,9.887750129777828e-08,score_tolerance_reached_not_global_certificate,,8.881784197001252e-16,0.1425369565965509
rho0.90_N1000_r013,0.9,shallow,1000,13,696,405,153,138,304,320,376,True,-393.72775058600223,396.7234828595562,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5134130156088937,0.13604049016411296,0.19012772974836428,0.3124741972009597,0.0,0.24532588993020876,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r013,0.9,deep,1000,13,773,508,140,125,227,353,420,True,-446.71627012076146,449.71200239431545,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.3566511197386507,0.004787105484904194,0.004860187966689211,0.14868738586400726,0.033279071736023486,0.04394840071310855,0.9579538742899635,0.014818581999975322,55,8.666760294795994e-08,score_tolerance_reached_not_global_certificate,True,3.699338613216696e-10,0.0
rho0.90_N1000_r013,0.9,deep,1000,13,773,508,140,125,227,353,420,True,-446.71627012076146,449.71200239431545,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.4488151858327333,0.04753471008836415,0.05558324540002607,0.17119248270017906,0.0,0.04394840071310855,0.9817235696686505,0.005167512999946666,50,9.887750129777828e-08,score_tolerance_reached_not_global_certificate,,8.881784197001252e-16,0.033279071736023486
rho0.90_N1000_r013,0.9,deep,1000,13,773,508,140,125,227,353,420,True,-446.71627012076146,449.71200239431545,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5475968788630118,0.11015465008137744,0.11767875814333083,0.2803590990687842,0.0,0.04394840071310855,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r014,0.9,shallow,1000,14,733,426,156,151,267,370,363,True,-335.9944932869878,338.9902255605418,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.2847575957377777,0.008523986814824394,0.021520818092816474,0.1274219325501557,0.14253695659655094,0.24532588993020876,0.8066084488654544,0.006722491000004993,46,9.086329726037789e-08,score_tolerance_reached_not_global_certificate,True,0.0,2.7755575615628914e-17
rho0.90_N1000_r014,0.9,shallow,1000,14,733,426,156,151,267,370,363,True,-335.9944932869878,338.9902255605418,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.29863814399784216,0.015320711871429497,0.07084356221616288,0.13563446230715642,0.0,0.24532588993020876,0.8908658756344695,0.005238497000050302,44,8.390550854109335e-08,score_tolerance_reached_not_global_certificate,,0.0,0.1425369565965509
rho0.90_N1000_r014,0.9,shallow,1000,14,733,426,156,151,267,370,363,True,-335.9944932869878,338.9902255605418,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.552141847485171,0.1333000122552477,0.18718972529189815,0.33019814728492336,0.0,0.24532588993020876,0.9999999999999999,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r014,0.9,deep,1000,14,788,522,135,131,212,399,389,True,-368.9429512866915,371.93868356024547,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.3694166230234273,0.007438277422014014,0.008450692847413423,0.14532850820822585,0.033279071736023486,0.04394840071310855,0.9697914307817435,0.006505410999920969,46,9.076262816785954e-08,score_tolerance_reached_not_global_certificate,True,1.3192895664815296e-09,0.0
rho0.90_N1000_r014,0.9,deep,1000,14,788,522,135,131,212,399,389,True,-368.9429512866915,371.93868356024547,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.46629725299955493,0.04568101697122488,0.05369238271997264,0.16575487098909675,0.0,0.04394840071310855,0.9873845717664099,0.00516622100008135,44,8.390550854109335e-08,score_tolerance_reached_not_global_certificate,,0.0,0.033279071736023486
rho0.90_N1000_r014,0.9,deep,1000,14,788,522,135,131,212,399,389,True,-368.9429512866915,371.93868356024547,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5980019327336935,0.11452871091740037,0.12205702039157433,0.2966552857157889,0.0,0.04394840071310855,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r015,0.9,shallow,1000,15,693,389,154,150,307,369,324,True,-311.5952290305411,314.59096130409506,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.2476843089861024,0.022413709555059443,0.01790087080297042,0.12606417167495737,0.1425369565965509,0.24532588993020876,0.8133965709101336,0.007422210000072482,48,7.964038554044232e-08,score_tolerance_reached_not_global_certificate,True,2.2244428521389636e-12,2.7755575615628914e-17
rho0.90_N1000_r015,0.9,shallow,1000,15,693,389,154,150,307,369,324,True,-311.5952290305411,314.59096130409506,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.28658824072557304,0.018754080945534306,0.06117173529071499,0.13464340646337358,0.0,0.24532588993020876,0.895473087842225,0.00477321200003189,41,9.087233121540805e-08,score_tolerance_reached_not_global_certificate,,5.329070518200751e-15,0.1425369565965509
rho0.90_N1000_r015,0.9,shallow,1000,15,693,389,154,150,307,369,324,True,-311.5952290305411,314.59096130409506,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.511892108673676,0.1068792177877676,0.16246624983304966,0.3129145407771045,0.0,0.24532588993020876,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r015,0.9,deep,1000,15,782,502,146,134,218,413,369,True,-360.0702460441512,363.0659783177052,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.3246486728212299,0.026736827816273588,0.0241102496644223,0.14058428342898158,0.033279071736023486,0.04394840071310855,0.931547609051176,0.007135177999998632,48,8.488857218862973e-08,score_tolerance_reached_not_global_certificate,True,1.7637962201888513e-09,0.0
rho0.90_N1000_r015,0.9,deep,1000,15,782,502,146,134,218,413,369,True,-360.0702460441512,363.0659783177052,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.4065108205548052,0.02872593171121965,0.035647161898229016,0.15555547326066033,0.0,0.04394840071310855,0.9705882352941151,0.004337401999919166,41,9.087233121540805e-08,score_tolerance_reached_not_global_certificate,,4.884981308350689e-15,0.033279071736023486
rho0.90_N1000_r015,0.9,deep,1000,15,782,502,146,134,218,413,369,True,-360.0702460441512,363.0659783177052,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.5003627137016171,0.07960274011506752,0.08734073661464914,0.26544163502572793,0.0,0.04394840071310855,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
rho0.90_N1000_r016,0.9,shallow,1000,16,707,423,135,149,293,358,349,True,-350.0331362867166,353.0288685602706,stratumwise_add_one,float64 evaluation; not a rational certificate,D_completion,0.22211468708471335,0.005559137020030401,0.02467907179328812,0.11039346157342385,0.14253695659655094,0.24532588993020876,0.8465380120913751,0.007038576000013563,42,7.415976735547629e-08,score_tolerance_reached_not_global_certificate,True,1.0248601967077775e-10,2.7755575615628914e-17
rho0.90_N1000_r016,0.9,shallow,1000,16,707,423,135,149,293,358,349,True,-350.0331362867166,353.0288685602706,stratumwise_add_one,float64 evaluation; not a rational certificate,no_D_ablation,0.2423766004914463,0.01488622983001992,0.07115275477682573,0.11915030100748653,0.0,0.24532588993020876,0.9097598402582304,0.0041153449999455916,35,7.042253291622558e-08,score_tolerance_reached_not_global_certificate,,5.46229728115577e-14,0.1425369565965509
rho0.90_N1000_r016,0.9,shallow,1000,16,707,423,135,149,293,358,349,True,-350.0331362867166,353.0288685602706,stratumwise_add_one,float64 evaluation; not a rational certificate,A_only_histogram,0.46782182500760866,0.1205874804030047,0.174671734573435,0.2895984168440498,0.0,0.24532588993020876,1.0,0.0,0,0.0,deliberately_uncorrected_histogram,,,
